First Name,Last Name,Title,Company,Industry,Keywords,Person Linkedin Url,Website,Twitter Url,City,State
Ron,Adner,Professor,Tuck School of Business at Dartmouth College,higher education,"beautiful,mountains,travel,diversity,history,alumni,native american,landscapes,education,research,engineering,communications,arts,higher education,science,networking,student",http://www.linkedin.com/in/ron-adner-0724a25,http://www.dartmouth.edu,https://twitter.com/DALI_Lab,Hanover,New Hampshire
Markus,Wunsch,Founder & Executive Chairman,,,,http://www.linkedin.com/in/markuswunsch,,,New York,New York
Matthew,Ramer,"Principal, Financial Advisor, AIF",MOR Wealth Management,financial services,"investment management,financial planning,retirement planning,estate planning,charitable planning,socially responsible planning,enviromentally sustainable,benefit corporation,bcorp",http://www.linkedin.com/in/mattramer,http://www.morwm.com,https://twitter.com/MORWealthMgmt,Philadelphia,Pennsylvania
Eddie,Lou,Co-Founder,Shiftgig,information technology & services,"mobile,recruiting,hospitality,employment,information technology,enterprise software,software,job search,people search,company search,candidate sorting,candidate matching,ondemand labor",http://www.linkedin.com/in/eddielou,http://www.shiftgig.com,https://twitter.com/shiftgig,Chicago,Illinois
Wa'il,Ashshowwaf,Founder & CEO,Reyets,civic & social organization,"mobile application,journalism,human rights organizations,civic reporting,news,media,technology,civil rights,mobile,app,legal,security,law enforcment",http://www.linkedin.com/in/wail,http://www.reyets.com,https://twitter.com/reyets,Washington,District of Columbia
Sebastien,Long,Founder & CEO,Lodgeur,real estate,"hospitality,airbnb,travel,lodging,tourism,serviced apartments,commercial real estate,property management,multifamily,corporate lodging,real estate,vacation rentals,private equity,venture capital,travel tech,hotels,extended stay,crowdfunding,interior design,real estate investments,reit",http://www.linkedin.com/in/seblong,http://www.lodgeur.com,,Houston,Texas
Elizabeth,Hunker,Executive Advisor,elizabeth.ai,,,http://www.linkedin.com/in/elizabethshunker,http://www.elizabeth.ai,,New York,New York
Jeffrey,Schell,"Managing Director, CTO, Patent Attorney",Proov,,,http://www.linkedin.com/in/schelljeffrey,http://www.rareairventurestudio.com,,Denver,Colorado
Margery,Kraus,Founder & Executive Chairman,,,,http://www.linkedin.com/in/margerykraus,,,Washington,District of Columbia
Ed,Robinson,Co-Founder Stash,Stash,financial services,"financial services,fin tech,investment management,finance,investing,financial technology,personal finance,banking",http://www.linkedin.com/in/ed-robinson-90431617,http://www.stash.com,https://twitter.com/Stash,New York,New York
Lou,Abrams,"Founder, CEO",Fisecal,,,http://www.linkedin.com/in/louabrams,,,New York,New York
Mohammed,Hisamuddin,Co-Founder & CEO,Entri,e-learning,"mobile,education,k-12 education,gamification,information technology,games,consumer internet,internet",http://www.linkedin.com/in/hisamuddin,http://www.entri.app,http://twitter.com/entri_me,Boston,Massachusetts
Bikram,Roy,Founder,,,,,,,Akron,Ohio
Marie,Rocha,Co-founder/Managing Director,Realist Ventures,,,http://www.linkedin.com/in/marie-rocha-6407513,,,Stamford,Connecticut
Helen,Sayles,,,,,http://www.linkedin.com/in/helen-sayles-3449ba3,,,Concord,Massachusetts
Clark,Landry,"EVP, Corporate Development",Acquicent,information technology & services,application security & bug bounty,http://www.linkedin.com/in/clarklandry,http://www.inspectiv.com,https://twitter.com/inspectiv,Nashville,Tennessee
Walter,Winshall,Principal,Collaborative Seed & Growth,,,http://www.linkedin.com/in/walterwinshall,,,Boston,Massachusetts
Oleg,Tscheltzoff,Co-Founder & CEO,Fotolia,online media,"advertising,photography,consumer internet,internet,information technology,internationally curated stock image & video agency",http://www.linkedin.com/in/otscheltzoff,http://www.fotolia.com,http://twitter.com/@fotolia,New York,New York
Stefan,Martinovic,"VP, Data Partnerships",Space Acres Botanicals,"health, wellness & fitness",,http://www.linkedin.com/in/stefanmartinovic,http://www.broadacrefarm.org,,New York,New York
Michael,Cope,"Founder, CEO",Cope Ventures,computer software,"bars,contractors,home services,irish,nightlife,pet stores,pets,pubs,restaurants,structural engineers",http://www.linkedin.com/in/michael-cope-2948b8,http://www.netcom.com,,Dallas,Texas
Sridhar,Kamma,Vision as a Service / Advanced Applications / AI / AR,Funnelai,information technology & services,"small & medium businesses,sales,artificial intelligence,sales funnel,lead generation,chatbot,prospecting,deep learning,machine learning,auto dealer leads,real estate leads",http://www.linkedin.com/in/srikams,http://www.funnelai.com,http://www.twitter.com/funnelai,Austin,Texas
Ilia,Papas,"Board Member, External Advisory Board, Computer Science Program",Xandr,higher education,"education,global leadership,active citizenship,research,diversity,life sciences",http://www.linkedin.com/in/ipapas,http://www.tufts.edu,https://twitter.com/TuftsUniversity,New York,New York
Brian,Luerssen,Co-Founder,Draftbit,computer software,"productivity software,private social networking,professional networking,social crm,crm,internet,social media,enterprise software,consumer internet,information technology,software,nocode,lowcode,mobile apps,react native,visual development",http://www.linkedin.com/in/brianluerssen,http://www.draftbit.com,http://twitter.com/orchardai,Chicago,Illinois
Matt,Motsick,Chief Executive Officer,RPA Labs,information technology & services,"robotic process automation,conversational automation,business process automation,logistics automation,rpa,artificial intelligence,machine learning,natural language processing,data management,freight forwarder rpa,ai,logistics ai,logistics chatbot",http://www.linkedin.com/in/matt-motsick-a1111a6,http://www.rpalabs.com,https://twitter.com/rpalabs,Kansas City,Kansas
Andrew,Vigneault,Investor,Argo,internet,"data analytics,data visualization,data exploration,data transformation",http://www.linkedin.com/in/andrew-vigneault-8b98b81a,http://www.argo.io,https://twitter.com/theargoteam,New York,New York
Matt,McKibbin,Founder,DecentraNet,financial services,,http://www.linkedin.com/in/mattmckibbin,http://www.decentranet.com,,Austin,Texas
Rob,Perkins,Sr. Program Manager,Bubbl,computer software,"mobile engagement,mobile video,digital media,content analytics,video clips",http://www.linkedin.com/in/robperkins4,http://www.bubbl.me,https://twitter.com/bubblme,New York,New York
Jed,Cullen,Head Of Finance,JUUL Labs,consumer goods,"consumer electronics,consumer goods,hardware,consumers,information technology,adult tobacco,beverage products",http://www.linkedin.com/in/jedcullen,http://www.juullabs.com,https://twitter.com/juulvapor,New York,New York
Al,Goldstein,"Executive Chairman, Founder",Avant,internet,,http://www.linkedin.com/in/al-goldstein-a551732,http://www.stoiclane.com,,Chicago,Illinois
Farryn,Weiner,Founder,Farrynheight,marketing & advertising,"brand,marketing,branding,social media,consumer brands,dtc,brand marketing,creative,communications,social media marketing,marketing agency,branding agency",http://www.linkedin.com/in/farryn,http://www.farrynheight.com,,New York,New York
Filippo,Bovio,,Canard Yachts,,,http://www.linkedin.com/in/filippo-bovio-745ba016,http://www.canardyachts.com,,,Florida
Jett,McCandless,Co-Founder and CEO,project44,computer software,"transportation,logistics,logistics software,automotive,logistics & supply chain,cloud computing,freight,tms,enterprise saas,rating,imaging,ltl freight,3pl,tariff management,dispatch,truckload,web services,api,tracking & monitoring solutions,logistics data integration,telematics platforms,freight & logistics visibility,supply chain visibility",http://www.linkedin.com/in/jett-mccandless-b16235119,http://www.project44.com,https://twitter.com/freightpipes,Chicago,Illinois
Michael,Knox,President,Gold Ridge Asset Management,legal services,"finance technology,crowdfunding,legal tech,finance,social fundraising,social media,consumer internet,internet,information technology,legal,technology,entrepreneur,ppm,regulation a,legal documents,software,legal document automation,saas,reg tech",http://www.linkedin.com/in/michael-knox-a7946110,http://www.lawcloud.co,https://twitter.com/idisclose,New York,New York
Matthew,Sutton,Partner,Sentire Ventures,,,https://www.linkedin.com/pub/matthew-sutton/a/43/285,,,Cambridge,Massachusetts
Sarah,Novotny,"Open Source Wonk, Azure Office of the CTO",Microsoft,,,http://www.linkedin.com/in/sarahnovotny,,,Seattle,Washington
Toby,Redshaw,Chief Executive Officer,,,,http://www.linkedin.com/in/tobyeduardoredshaw,,,Montclair,New Jersey
Chris,Nicholas,,chrisnhanson.com,,,http://www.linkedin.com/in/chrisiseager,http://www.chrisnhanson.com,,New York,New York
Raza,Shaikh,Managing Director,LaunchPad Venture Group,investment management,angel investing & startups,http://www.linkedin.com/in/razashaikh,http://www.launchpadventuregroup.com,https://twitter.com/launchpadvg,Boston,Massachusetts
Olivier,Pomel,Co-Founder & CEO,Datadog,computer software,"enterprise software,cloud infrastructure,application performance monitoring,infrastructure monitoring,software,information technology,saas,apm,log management,cloud,devops,monitoring,infrastructure,distributed systems,cloud computing,opensource,golang",http://www.linkedin.com/in/olivierpomel,http://www.datadoghq.com,http://twitter.com/datadoghq,New York,New York
Eric,Rea,CEO and Co-Founder,Podium,computer software,"small & medium businesses,local,reviews & recommendations,franchises,consumer internet,internet,information technology,online reviews,reputation management,review analytics,customer reviews,small business reviews,customer interactions,customer engagement,interaction management",http://www.linkedin.com/in/ericrea,http://www.podium.com,https://twitter.com/PodiumHQ,Provo,Utah
John,Dennis,Managing Partner,Woodrock,investment banking,"capital advisory,structuring & m,a & corporate development",http://www.linkedin.com/in/john-p-dennis-iii-8413071,http://www.woodrock.com,,Houston,Minnesota
Josh,Abramowitz,Co-Founder and CEO,Bread,financial services,"financial services,finance technology,ecommerce,finance,consumer finance,technology,purchase finance,retail",http://www.linkedin.com/in/joshabramowitz,http://www.breadpayments.com,https://twitter.com/breadfinance,New York,New York
Adam,Sah,Database Research Engineer,Independent,,,http://www.linkedin.com/in/adamsah,http://www.midgard.net,,New York,New York
Serena,Glover,Partner,fbf,,,http://www.linkedin.com/in/serenaglover,http://www.allenglover.com,,Seattle,Washington
Martine,Reardon,Chief Marketing Officer,Macy's,retail,"advertising,retail,marketing,consumer internet,internet,information technology,beauty & spas,department stores,eyebrow services,fashion,hair removal,men's clothing,shopping,waxing,women's clothing",http://www.linkedin.com/in/martine-reardon-232b378,http://www.macys.com,,New York,New York
Mark,Francis,Worldwide Product Marketing Leader - Automation & Robotics; AR/VR,Amazon Web Services,"health, wellness & fitness","medical devices,medical technologies,medical,health care,automated health home care,personal emergency response systems,virtual caregiving,chronic care management,remote patient monitoring,connected health care,vitals monitoring,rehab support,fall risk identification,medication compliance monitoring,voice activated,inhome assesments,care plan adherance,glucometer,thermometer,weight scale,oximeter,cellular,wearables,connnected care app,innovation,iot,medical technology,health technology,home health care,fitness,wellness,covid19,wallpass,protector initiative,addison care,health & medical,home services,security systems",http://www.linkedin.com/in/markrfrancis,http://www.electroniccaregiver.com,https://twitter.com/ElectronicCare,Seattle,Washington
Sujatha,Kamma,Co-Founder and Chief Strategist,FunnelAI,,,http://www.linkedin.com/in/sujathakamma,,,San Antonio,Texas
Thomas,Schneider,Co-Founder,Orbit20,,,http://www.linkedin.com/in/kxter,http://www.schneiderworld.com,,Las Vegas,Nevada
Fred,Shilmover,President & Founder,InsightSquared,computer software,"saas,small & medium businesses,sales & marketing,business intelligence,enterprise software,analytics,information technology,software,data intelligence,analytics reporting,data quality monitoring,sales forecasting,salesforce,staffing,recruiting",http://www.linkedin.com/in/fredshilmover,http://www.insightsquared.com,http://twitter.com/insightsquared,Boston,Massachusetts
Florian,Seroussi,CEO,Evercontact,computer software,"saas,artificial intelligence,crm,email,enterprise software,deep information technology,consumer internet,information technology,software,internet,email optimization,ai,email management,email privacy,email software,cloud technology",http://www.linkedin.com/in/florianseroussi,http://www.evercontact.com,https://twitter.com/evercontact,New York,New York
Dan,Tyre,Executive,HubSpot,internet,"small & medium businesses,sales & marketing,content,marketing automation,enterprise software,media,software,information technology,inbound marketing,marketing,internet marketing,online marketing,web marketing,blogging,seo,social media,email marketing,analytics,sales,inbound sales,customer support,customer service,customer relationship management,help desk software,platform,customer code,culture code",http://www.linkedin.com/in/dantyre01,http://www.hubspot.com,http://twitter.com/hubspot,Scottsdale,Arizona
David,Clouse,Chairman of the Board Of Directors,Find Us Faithful Foundation,,,http://www.linkedin.com/in/dclouse,http://www.clouse.us,,Denver,Colorado
Ian,Schafer,Co-Founder @ CEO,Kindred,,,http://www.linkedin.com/in/ianschafer,http://www.ianschafer.com,,New York,New York
Alexis,Normand,Head of Blockchain Consortium and Co-Founder,Embleema,hospital & health care,"blockchain,healthcare technology,electronic medical records,healthcare,clinical research,clinical trials,medicine,technology,genomics,bioinformatics,precision medicine",http://www.linkedin.com/in/alexisnormand,http://www.embleema.com,https://twitter.com/embleema,Boston,Massachusetts
Chi,Achebe,Limited Partner,Citi,financial services,"banking,commercial banking,investment banking,wealth management,credit cards,capital markets,equity & fixed income research,consumer lending,cash management,transaction services,banks & credit unions,financial services",http://www.linkedin.com/in/chi-achebe,http://www.citigroup.com,https://twitter.com/Citi,New York,New York
Will,Weddleton,Board Member,Launchpad Venture Group,education management,"daytime interventions,summer camp,afterschool",http://www.linkedin.com/in/willweddleton,http://www.pcgus.com,https://twitter.com/UI_PCG,Quincy,Massachusetts
Tim,Beck,"Founder, CEO & Chief Coach",SAASTEPS,computer software,"leadtorevenue,email marketing,crm,ecommerce,cpq,billing,renewals,docgen,revenue management,data management,salesforce,subscriptions",http://www.linkedin.com/in/timbeck-ceo,http://www.saasteps.com,https://twitter.com/KineticGrowth,Broomfield,Colorado
Ryan,Mathisen,CEO and Co-Founder,GloveBox,insurance,"insurance,technology,insurtech",http://www.linkedin.com/in/ryan-%F0%9F%92%A5-mathisen-73487039,http://www.gloveboxapp.com,https://twitter.com/myglovebox,Littleton,Colorado
Dusty,Davidson,,Flywheel,computer software,"saas,web hosting,enterprise software,software,information technology,managed wordpress hosting,hosting for designers,wordpress hosting",http://www.linkedin.com/in/dustydavidson,http://www.getflywheel.com,http://twitter.com/heyflywheel,Omaha,Nebraska
Vishal,Rao,"Founder, Chairman and Chief Investment Officer",Hit Forge,internet,"startups,recruiting,venture capital,enterprise software,finance,software,information technology",http://www.linkedin.com/in/vishalrao,http://www.angel.co,http://twitter.com/angellist,Boston,Massachusetts
Kevin,Zuber,Brand Ambassador,,,,http://www.linkedin.com/in/kevinzuber,,,Lansing,Michigan
Chandra,Gundlapalli,Senior Vice President of Digital Transformation Strategy,CriticalRiver,,,http://www.linkedin.com/in/chandra-gundlapalli,http://www.chandragundlapalli.com,,Dallas,Texas
Taimur,Rashid,Chief Business Development Officer,Redis,,,http://www.linkedin.com/in/taimurrashid,,,Bellevue,Washington
Zoe,Barry,Founder and CEO,Zingeroo,,,http://www.linkedin.com/in/zoebarry,http://www.zapprx.com,https://twitter.com/ZappRx,Boston,Massachusetts
John,Kim,President,VRBO,,,http://www.linkedin.com/in/johnckim,,,Austin,Texas
Roberto,Bianchini,,alappinvest.com,,,http://www.linkedin.com/in/roberto-bianchini-8813b8aa,http://www.alappinvest.com,,Orlando,Florida
Andrew,Vo,Senior Sales Operations Manager,,,,http://www.linkedin.com/in/aidos-andrew,,,New York,New York
Dharmesh,Shah,Founder & CTO,HubSpot,internet,"small & medium businesses,sales & marketing,content,marketing automation,enterprise software,media,software,information technology,inbound marketing,marketing,internet marketing,online marketing,web marketing,blogging,seo,social media,email marketing,analytics,sales,inbound sales,customer support,customer service,customer relationship management,help desk software,platform,customer code,culture code",http://www.linkedin.com/in/dharmesh,http://www.hubspot.com,http://twitter.com/hubspot,Boston,Massachusetts
Neil,Parikh,,Casper,retail,"e-commerce,technology,retail,consumer internet,internet,information technology,sleep,mattresses,mattress,home,startup,ecommerce,decor,pillows,sheets,bedding",http://www.linkedin.com/in/neilparikh,http://www.casper.com,http://www.twitter.com/casper,New York,New York
Sarah,Imbach,,,,,http://www.linkedin.com/in/sarahimbach,,,Seattle,Washington
Scott,Heiferman,Co-Founder,Meetup,internet,"curated web,selforganized groups,community,events,education,people,irl,technology,mobile apps,software engineering,design,professional development,personal development,empowerment,showing up",http://www.linkedin.com/in/sheif,http://www.meetup.com,http://twitter.com/Meetup,New York,New York
Frederic,Montagnon,Co-Founder & Chairman,LGO Group,financial services,"exchange,bitcoin,cryptocurrency,blockchain,digital assets",http://www.linkedin.com/in/fredericmontagnon,http://www.lgo.group,https://twitter.com/LGOGROUP_,New York,New York
Brian,O'Kelley,Co-Founder and CEO,Waybridge,internet,"technology,advertising,global,consumer internet,internet,information technology,online advertising,advertising technology,realtime bidding,cloud computing",http://www.linkedin.com/in/brianokelley,http://www.appnexus.com,https://twitter.com/appnexus,New York,New York
Greg,Schroy,,Locke Mountain Ventures,computer software,"manufacturing,3d printing,cad,enterprise software,printing,hardware,software,information technology,additive manufacturing",http://www.linkedin.com/in/greg-schroy-34a27086,http://www.ntopology.com,https://twitter.com/ntopologyinc,New York,New York
Aaron,Kuntz,,,,,http://www.linkedin.com/in/aaron-kuntz-097887,,,Chicago,Illinois
Brian,Shore,CEO,Elevēo by ZOOM International,information technology & services,"wfm,wfo,quality management,contact center,back office,scheduling,compliance,workforce engagment,customer experience,cx,speech analytics,workforce management",http://www.linkedin.com/in/brianshore1998,http://www.eleveo.com,https://twitter.com/zoomint,Nashville,Tennessee
Brendan,Weitz,Co-Founder & CBO,Journey,,,http://www.linkedin.com/in/brendanlweitz,,,New York,New York
Marcy,Simon,Founder,The Social Project,,,http://www.linkedin.com/in/marcysimon,,,New York,New York
Severin,Hacker,CTO & Co-founder,Duolingo,internet,"mobile application,language learning,certification test,education,language education,language certification,mobile app development,language proficiency assessment,machine learning,product design,product management,software engineering,data science",http://www.linkedin.com/in/severinhacker,http://www.duolingo.com,https://twitter.com/duolingo,Pittsburgh,Pennsylvania
Steven,Vine,"EVP, Corporate Development & General Counsel",Zeta Global,marketing & advertising,"big data,email,personalization,consumer internet,enterprise software,internet,software,information technology,crm,email marketing,display advertising,crosschannel marketing,social media marketing,data management,email service provider,analytics,data warehousing,transactional email,database services,ai,artificial intelligence,customer acquisition,prospect acquisition,customer data platform,omnichannel marketing,addressability,growth marketing,customer retention",http://www.linkedin.com/in/stevenvine,http://www.zetaglobal.com,http://twitter.com/boomtrain,New York,New York
Arthur,Muldoon,CEO & Co-Founder,ArcSpan,marketing & advertising,,http://www.linkedin.com/in/artmuldoon,http://www.arcspan.com,,New York,New York
Dan,Burcaw,Co-Founder,Nami ML,computer software,"mobile,machine learning,data science",http://www.linkedin.com/in/danburcaw,http://www.namiml.com,https://twitter.com/HelloNamiML/,,Colorado
Corey,Mays,VP of Global Marketing,Obama Energy,,,http://www.linkedin.com/in/coreymays,,,Chicago,Illinois
John,Textor,Co-Owner,fuboTV,entertainment,"visual effects,animation,feature film,movies,commercials,advertising,production,digital humans,performance capture,virtual reality,situational awareness,interactive content,immersive reality,virtual humans,game cinematics,computer graphics",http://www.linkedin.com/in/john-textor-5186839,http://www.digitaldomain.com,,Jupiter,Florida
David,Mendels,Board Member,Our Generation Speaks,nonprofit organization management,,http://www.linkedin.com/in/davidmendels,http://www.movement.vote,https://twitter.com/MovementVote,Boston,Massachusetts
Caleb,Hicks,Advisor,Lambda School,e-learning,"education,higher education,online education,technical continuing education,data science,web development,education & web development,online learning,backend web development,coding",http://www.linkedin.com/in/calebhicks,http://www.lambdaschool.com,https://twitter.com/lambdaschool,Provo,Utah
David,Nelson,Partner,,,,http://www.linkedin.com/in/davidjnelson,,,Chicago,Illinois
Erik,Peterson,Founder,DormTrader,,,http://www.linkedin.com/in/companygardener,,,Chicago,Illinois
Aaron,Rankin,Co-Founder & CTO,Sprout Social,,,http://www.linkedin.com/in/aaronrankin,http://www.rfamily.ventures,,Chicago,Illinois
Brent,Crawford,Principal,Crawford Hoying,real estate,"real estate,property management,real estate development,commercial real estate,real estate services",http://www.linkedin.com/in/brent-crawford-260260a,http://www.crawfordhoying.com,https://twitter.com/crawfordhoying,Columbus,Ohio
Debra,Fine,"Director, Audit Committee",,,,http://www.linkedin.com/in/debra-fine-500211176,,,New York,New York
Erik,Bruckner,General Partner,Hit Forge,internet,"startups,recruiting,venture capital,enterprise software,finance,software,information technology",http://www.linkedin.com/in/erik-bruckner,http://www.angel.co,http://twitter.com/angellist,Columbus,Ohio
Serge,Shilnov,CEO & Founder,reOrder,,,http://www.linkedin.com/in/serge-shilnov-87852659,,,New York,New York
Hope,Taitz,CEO,ELY Capital,,,http://www.linkedin.com/in/hope-s-taitz-7b06a371,,,New York,New York
Scott,Belsky,"Chief Product Officer, Executive Vice President - Creative Cloud",Adobe,,,http://www.linkedin.com/in/scottbelsky,http://www.scottbelsky.com,,New York,New York
Clark,Valberg,Co-Founder & CEO,InVision,internet,"social media,consumer internet,internet,information technology,identity,entrepreneurs,consulting,freelance",http://www.linkedin.com/in/clarkvalberg,http://www.about.me,http://twitter.com/aboutdotme,New York,New York
Pankaj,Jain,Member of Accelerator Investment Committee,Wadi Accelerator,internet,"startups,recruiting,venture capital,enterprise software,finance,software,information technology",http://www.linkedin.com/in/pankajjain,http://www.angel.co,http://twitter.com/angellist,New York,New York
Eric,Glyman,"Co-Founder, CEO",Ramp,,,http://www.linkedin.com/in/eglyman,,,New York,New York
Inaki,Berenguer,Founder & Chief Executive Officer,CoverWallet,insurance,"insurance,general liability,workers compensation,small businesses,d,o insurance,e,cyber liability,commercial property insurance,commercial auto insurance,professional insurance,employment practices liability,insurance quotes,insurtech,fintech,internet",http://www.linkedin.com/in/inakiberenguer,http://www.coverwallet.com,https://twitter.com/coverwallet,New York,New York
David,Petraeus,"Partner, Chairman of KKR Global Institute",Kohlberg Kravis Roberts,financial services,"startups,finance,venture capital,business services,enterprise software,software,information technology,private equity,asset management,capital markets,credit,real estate,infrastructure,energy real assets,special situations",http://www.linkedin.com/in/davidpetraeus,http://www.kkr.com,http://twitter.com/home?status=Kohlberg%20Kravis%20and%20Roberts%20http://www.kkr.com/,New York,New York
Jason,Burke,Founding Member,TBD Angels,higher education,"education,global leadership,active citizenship,research,diversity,life sciences",http://www.linkedin.com/in/jmburke,http://www.tufts.edu,https://twitter.com/TuftsUniversity,Boston,Massachusetts
Simon,Anderson,Founder & CEO,LinkedIn,internet,"education,technology,financial services,finance,online professional network,jobs,people search,company search,address book,advertising,professional identity,group collaboration",http://www.linkedin.com/in/simonanderson,http://www.linkedin.com,https://twitter.com/LinkedIn,Cambridge,Massachusetts
Jonathan,Shapiro,President,Buttonsmith,consumer goods,"manufacturing,personalized products,made in the usa",http://www.linkedin.com/in/jonathan-shapiro-5061b7,http://www.buttonsmith.com,,Carnation,Washington
Serge,Kassardjian,CEO and Co-Founder,StayTuned,,,http://www.linkedin.com/in/sergekass,http://www.sergekassardjian.com,,New York,New York
Zac,Penix,Venture Adviser & Company Builder,Digital Strategies,,,http://www.linkedin.com/in/zacpenix,http://www.zacpenix.com,https://twitter.com/zacpenix,Raleigh,North Carolina
Oisin,Hanrahan,Co-Founder & Chief Executive Officer,Handy,internet,,http://www.linkedin.com/in/oisinhanrahan,http://www.everipedia.org,,New York,New York
Neil,Capel,Chief Executive Officer,solve. io,,,http://www.linkedin.com/in/neilcapel,,,New York,New York
Steve,Sadove,,,,,https://www.linkedin.com/pub/stephen-sadove/8/872/a39,,,New York,New York
William,Banks,Adjunct Professor of Entrepreneurship,Northwestern University,,,http://www.linkedin.com/in/billybanks,http://www.u.northwestern.edu,,Chicago,Illinois
JD,Sherman,President & COO,HubSpot,,,http://www.linkedin.com/in/jd-sherman-27082238,,,Cambridge,Massachusetts
Rus,Yusupov,Founder & CEO,HQTrivia,,,http://www.linkedin.com/in/rus-yusupov-5223404,,,New York,New York
Daren,Cotter,Advisory Board,darencotter.com,,,http://www.linkedin.com/in/darencotter,http://www.darencotter.com,,Minneapolis,Minnesota
Brandon,Metcalf,CEO & Founder,Place,computer software,"salesforce,forecasting,modeling,budgeting,planning,fp,a,financial forecasting,saas,professional services,cash forecasting",http://www.linkedin.com/in/metcalf,http://www.placetechnology.com,https://twitter.com/placetechnology,Austin,Texas
Garrett,Kurtt,Founder & CEO,OneClick Code,computer software,"building code verification,local building official contact information,roofing code verification,roofing code,controlling municipality information,roofing irc code,roofing ibc code,roofing iecc code,roofing code enforcement information,business to business,contractor software",http://www.linkedin.com/in/garrettkurtt,http://www.oneclickcode.com,https://twitter.com/oneclickcode,Denver,Colorado
Brandon,Krieg,CEO and Co-Founder,Stash Financial,,,http://www.linkedin.com/in/brandonkrieg1,,,New York,New York
Jon,Gelsey,,,,,http://www.linkedin.com/in/jongelsey,,,Seattle,Washington
Jose,Rodrigues,Founder & CEO,Relive,,,http://www.linkedin.com/in/j-costa-rodrigues,,,Austin,Texas
Joseph,Abebe,,,,,http://www.linkedin.com/in/joseph-abebe-528a0023,,,Seattle,Washington
Jessica,Ewing,Founder & CEO,Literati,,,http://www.linkedin.com/in/jessica-ewing-20844b48,,,Austin,Texas
Marty,Isaac,Advisor,Slidejoy,,,http://www.linkedin.com/in/martyisaac,,,Fairfield,Connecticut
Thomas,Lendvay,Co-Founder and Chief Medical Officer,MicrobiomX,,,http://www.linkedin.com/in/thomas-lendvay-b0926721,,,Seattle,Washington
Joel,Cano,Managing Partner,joelca.com,,,http://www.linkedin.com/in/joelca,http://www.joelca.com,,Miami,Florida
Damian,Nicholson,Licensed Realtor,,,,http://www.linkedin.com/in/damian-nicholson-832910179,,,,Colorado
Gerald,Bruce,Executive Vice President of Commercial Operations and Board Member,,,,http://www.linkedin.com/in/geraldwbruce,,,,Florida